id,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,target
5173,6.037742168858168,18.24345358866887,40.38139048725234,9.784732747074761,3.4515094732927922,4.194046038458756,30.072373784742695,3.476667343234085,6.521960530307626,6.6057377516594125,22.462236679056335,68.67141125338516,2.123557491138272,4.5566717247922295,3.280207153986275,0
5030,4.864812863862566,18.052841029072273,28.834526270457495,11.217765775955034,2.443610671720481,5.6554770331674975,41.13471978092005,3.6946153725672857,5.626522801127814,6.536719208939534,12.144565712519395,59.243115533631126,3.2373628245263797,2.378608191734823,6.277202292470073,0
1506,5.990206474009335,13.298591040728436,36.587565538139216,9.008437734263712,2.0239701946290443,6.461285946499988,32.53852297740536,2.947297063429538,5.333709366178035,4.81526178443438,16.393259885988755,56.16000705443825,3.768556250487078,2.5494767605465256,5.2928984367321785,0
5585,6.02647432410022,21.558925430306722,24.66416725152083,9.261697651491021,2.8141296246436958,6.1802932801203525,33.154155246904004,3.403717752761972,4.414961338522495,7.806230706703508,9.716834669142937,46.48627116594551,2.134216293082397,2.264123093359914,5.567176303803553,0
4806,6.644875224674893,25.254257529605276,31.83678810972565,6.095689279184867,2.9728574821883997,5.901882945859638,47.081506465800175,2.149458061332509,6.531795327713464,9.144266547045534,15.906458712634045,68.7749643819439,2.8990327678880528,2.4024097982739736,4.993751905853669,0
2129,3.382798476808243,20.52333127947045,43.5803104047881,11.629346572817717,1.8979142848508759,3.002694682453291,18.52280607849234,2.7133780697946515,8.43535895145742,7.431254370982419,19.910631178398592,88.81807869483282,1.8280139747609154,2.7550758761847454,2.7150877080978923,0
2696,4.8825044208182735,15.89472999499521,40.27121987245338,11.59574978712058,2.898739749571268,5.264329687971793,29.622550247877967,3.4105079450425846,5.64990884442849,5.755292849024324,15.163470009258024,59.489353239245446,3.38750726245516,2.751295938490101,3.9930095797252436,0
999,4.06963426857473,24.904216668343132,24.971617365600707,7.468046211561855,2.2141061833338433,7.407860565794902,38.99107388923165,4.1461950341260465,5.789531348779452,9.017520910830093,9.395912785016387,60.959474742121245,3.190147579854694,2.0726365434197547,3.9707499257373797,0
1009,5.143348759891672,24.791575190459813,39.497850181492296,9.901137555114182,2.834941036769833,4.435103098646423,23.491740374454018,2.229344629131817,7.460528291020211,8.976734770243274,25.427758891991395,78.55383424345845,1.759098114750995,4.433267432046918,4.563710789555313,0
4973,4.4054934717655945,26.487746443690625,37.32040450189183,10.672334017597434,2.9701347712323654,5.546697616461023,20.994290149439465,2.719398110105755,6.294131424606649,9.59089822489231,19.81841440666686,66.2725396042271,2.250349822854955,3.5017735743326472,4.4980495385292665,0
3579,5.9617439272366335,15.402719230485001,36.78143992101483,10.024048757495553,0.4036339172157719,4.615797656197139,27.821505104416474,5.249847357548723,6.836464836774381,5.577141597916555,19.129022729545497,71.98290853552533,3.4893370760674354,4.225532346868214,4.576743874681673,0
2347,4.029557722270459,23.61449818713897,36.169954664217556,7.50233308981531,0.972645519343144,6.207833631228254,24.88981876411743,3.297153514716369,6.948063004065714,8.550529174923536,11.218516377487372,73.1579545367353,4.814943038338697,1.926712646938188,4.245265142062383,0
2472,7.327004878001869,18.98452108851976,35.990639689154555,7.4526844190447985,3.56379205103568,5.858961278349321,43.46953801053405,3.7381158671741685,4.960544568839436,6.874069487013149,16.1082067466972,52.23085827406126,3.341679509991219,2.7742425034339613,4.38668020754461,0
3393,9.38895855015944,9.662041645459693,38.471820694409104,9.0546171522339,2.8913525493646035,4.985552885843336,18.998615324942243,4.556691889071186,2.4835192575927008,3.4985104626878654,12.197694515983748,26.149617358356785,4.0512911060986045,3.5430956294867277,5.30949945900397,0
1825,6.247488380990281,13.35832992990095,38.614917859915586,11.794069648475345,2.483997697158957,5.404357473544047,53.135642142881345,4.078549933550962,5.9580953135559245,4.83689252630741,15.273392908058991,62.73432837606685,3.8681708863486772,2.8643883887390293,4.733564069719183,0
640,4.592252186498287,26.162224934331867,29.113668009276676,10.478828734006012,2.4527981765433586,6.944623387117296,22.776567356127547,4.293937450250677,4.117734774961249,9.473030754629779,7.241662042477243,43.35669571284444,3.4047845208287653,1.9086991416789447,4.972515504514064,0
2400,6.1637148115921505,27.286271093457835,29.90977420576285,6.994872401561991,3.277975557499285,5.493336300962822,24.268373190246002,5.361443358313793,4.555828573196496,9.880034511449047,14.845623203136372,47.969498756709406,3.4697441417152675,3.255623579334035,5.510713110781936,0
4650,6.520485207337492,21.073015392052827,48.61976678404196,10.55162135904987,2.9453492654493814,5.2999483587554606,38.27810619958149,2.5031873299493412,6.655895590817305,7.630288456076268,20.822748246243883,70.08164818732033,2.8529633554465987,3.2832535575285937,2.3034737820935964,0
1850,4.970734620595361,26.475177658977,22.65900317547175,7.032769197743795,4.066639064888581,3.7474234874412193,47.749048362286935,3.1448799895119004,7.406922669077986,9.586347217306399,16.503079724798376,77.98940676911518,1.998498152447798,3.322729014359567,6.32287950642955,1
